     287  ! Number of wavelengths
n_imag = 5e-5
Wavelength (nm), R_diff (r=0.1 micron), R_diff(r=1 micron)
      608.000   0.00322424  0.000229347
      611.000   0.00151334  0.000377461
      614.000  2.45194e-05 -5.85373e-06
      617.000 -7.93479e-06 -1.67780e-05
      620.000 -1.18179e-05 -2.34716e-05
      623.000 -1.12853e-05 -3.49166e-05
      626.000   0.00134100  0.000382385
      629.000   0.00482846  9.15154e-05
      632.000   0.00566619 -0.000916458
      635.000   0.00586913 -0.000593467
      638.000   0.00569675  0.000177755
      642.000   0.00432395  0.000905068
      645.000   0.00457539  0.000996864
      648.000   0.00415058   0.00109727
      651.000   0.00301403  0.000986258
      654.000   0.00216691  0.000769344
      657.000   0.00102423  0.000398358
      660.000  0.000724674  0.000299619
      663.000  0.000370720  0.000162709
      666.000  0.000185320  7.66915e-05
      669.000  0.000271230  0.000125452
      672.000   0.00143030  0.000635581
      675.000   0.00450736   0.00171076
      678.000   0.00612503   0.00213420
      681.000   0.00373525   0.00157912
      684.000   0.00213568   0.00101219
      687.000   0.00331714   0.00154753
      690.000   0.00451900   0.00206971
      693.000   0.00439420   0.00208768
      696.000   0.00181953  0.000973248
      699.000  0.000228013  0.000134587
      702.000  1.19754e-05  7.08995e-06
      705.000  2.82682e-05  1.70498e-05
      708.000  0.000269487  0.000156424
      711.000  0.000930488  0.000543346
      714.000  0.000920204  0.000536582
      717.000  5.29295e-06  3.49161e-06
      720.000 -2.80360e-07 -2.45930e-06
      723.000  2.01536e-07  8.84792e-08
      726.000 -1.72880e-08 -1.45220e-06
      729.000  8.10008e-08  4.30317e-08
      733.000  1.51300e-07  7.06067e-08
      736.000 -3.56165e-08 -2.09629e-06
      739.000  6.01553e-05  3.97593e-05
      742.000   0.00176503   0.00119613
      745.000   0.00436028   0.00289636
      748.000   0.00459464   0.00310216
      751.000   0.00470538   0.00322011
      754.000   0.00499261   0.00346228
      757.000   0.00370314   0.00263579
      760.000   0.00180609   0.00132340
      763.000  0.000519443  0.000391216
      766.000  0.000237670  0.000181821
      769.000  0.000266918  0.000206410
      772.000  0.000132032  0.000103458
      775.000  2.63324e-05  2.08224e-05
      778.000  3.85972e-06  3.04151e-06
      781.000  4.78915e-07  3.34390e-07
      784.000  2.05222e-07  1.36815e-07
      787.000  2.38314e-07  1.64550e-07
      790.000  8.26500e-08  6.27000e-08
      793.000  2.61880e-07  1.82433e-07
      796.000  5.55265e-08  3.79918e-08
      802.000  2.94679e-09  2.94679e-09
      805.000  4.17698e-08  3.87862e-08
      808.000  1.66037e-06  1.47223e-06
      811.000  9.57609e-06  8.56116e-06
      814.000  0.000117420  0.000106604
      817.000  0.000572859  0.000530122
      821.000   0.00213674   0.00203202
      824.000   0.00275945   0.00266720
      827.000   0.00280752   0.00275285
      830.000   0.00420449   0.00419170
      833.000   0.00337895   0.00340238
      836.000  4.93595e-05  4.85015e-05
      839.000  2.24758e-08  2.24758e-08
      842.000  2.57737e-08  2.57737e-08
      845.000  1.00251e-06  9.95984e-07
      848.000  1.14934e-05  1.16149e-05
      851.000  7.72159e-06  7.86230e-06
      854.000  1.31961e-08  1.31961e-08
      857.000      0.00000      0.00000
      860.000      0.00000      0.00000
      863.000      0.00000      0.00000
      866.000      0.00000      0.00000
      869.000      0.00000      0.00000
      872.000      0.00000      0.00000
      875.000      0.00000      0.00000
      878.000      0.00000      0.00000
      881.000      0.00000      0.00000
      884.000      0.00000      0.00000
      887.000      0.00000      0.00000
      890.000      0.00000      0.00000
      893.000      0.00000      0.00000
      896.000      0.00000      0.00000
      899.000      0.00000      0.00000
      902.000      0.00000      0.00000
      905.000      0.00000      0.00000
      908.000      0.00000      0.00000
      912.000      0.00000      0.00000
      915.000      0.00000      0.00000
      918.000  9.55809e-08  1.16609e-07
      921.000  4.08883e-06  5.09441e-06
      924.000  9.31321e-05  0.000121866
      927.000  0.000418208  0.000577265
      930.000   0.00206319   0.00307287
      933.000   0.00399731   0.00624793
n_imag = 2e-3
Wavelength (nm), R_diff (r=0.1 micron), R_diff(r=1 micron)
      382.000  0.000333684 -0.000724211
      383.000  0.000321962 -0.000769624
      384.000  0.000309147 -0.000819736
      385.000  0.000292802 -0.000871191
      386.000  0.000278933 -0.000961865
      387.000  0.000257588  -0.00102397
      388.000  0.000239744  -0.00118663
      389.000  0.000208153  -0.00125042
      390.000  0.000169869  -0.00134656
      391.000  0.000124278  -0.00148603
      392.000  7.07942e-05  -0.00164137
      393.000 -7.66985e-06  -0.00188930
      394.000 -6.81911e-05  -0.00199498
      395.000 -0.000127333  -0.00202141
      396.000 -0.000201692  -0.00215555
      397.000 -0.000306904  -0.00234888
      398.000 -0.000361975  -0.00236637
      399.000 -0.000441013  -0.00244196
      400.000 -0.000557980  -0.00262191
      401.000 -0.000661196  -0.00277188
      402.000 -0.000773760  -0.00291111
      403.000 -0.000900265  -0.00309261
      404.000  -0.00110838  -0.00343152
      405.000  -0.00125875  -0.00364181
      406.000  -0.00144722  -0.00390948
      407.000  -0.00168890  -0.00424342
      408.000  -0.00188684  -0.00449593
      409.000  -0.00219558  -0.00491144
      410.000  -0.00244988  -0.00524378
      411.000  -0.00271029  -0.00555771
      412.000  -0.00299239  -0.00588082
      413.000  -0.00328159  -0.00623834
      414.000  -0.00350575  -0.00646476
      415.000  -0.00372617  -0.00668252
      416.000  -0.00425728  -0.00736579
      417.000  -0.00464057  -0.00782611
      418.000  -0.00514766  -0.00842584
      419.000  -0.00551594  -0.00885513
      420.000  -0.00608451  -0.00953744
      421.000  -0.00661072   -0.0101304
      422.000  -0.00730539   -0.0109365
      423.000  -0.00812291   -0.0118716
      424.000  -0.00872402   -0.0125576
      425.000  -0.00943768   -0.0133477
      426.000   -0.0101575   -0.0141724
      427.000   -0.0110174   -0.0151442
      428.000   -0.0119347   -0.0161757
      429.000   -0.0130262   -0.0174087
      430.000   -0.0144201   -0.0189895
      431.000   -0.0153496   -0.0200188
      432.000   -0.0156083   -0.0202621
      433.000   -0.0163106   -0.0210127
      434.000   -0.0172550   -0.0220715
      435.000   -0.0175455   -0.0224108
      436.000   -0.0177796   -0.0226676
      437.000   -0.0185533   -0.0235316
      438.000  -0.00392071  -0.00793614
      439.000  -0.00416385  -0.00823300
      440.000  -0.00372255  -0.00760307
      441.000  -0.00345811  -0.00714910
      442.000  -0.00371253  -0.00757308
      443.000  -0.00455323  -0.00878206
      444.000  -0.00505482  -0.00952082
      445.000  -0.00503146  -0.00960048
      446.000  -0.00497253  -0.00954975
      447.000  -0.00509264  -0.00972773
      448.000  -0.00504833  -0.00973822
      449.000  -0.00519382  -0.00994768
      450.000  -0.00503506  -0.00990274
      451.000  -0.00497828  -0.00989746
      452.000  -0.00516937   -0.0101710
      453.000  -0.00535349   -0.0104548
      454.000  -0.00554415   -0.0107561
      455.000  -0.00557126   -0.0108081
      456.000  -0.00562611   -0.0108894
      457.000  -0.00543945   -0.0106610
      458.000  -0.00508269   -0.0102243
      459.000  -0.00486348  -0.00992534
      460.000  -0.00512497   -0.0103004
      461.000  -0.00621104   -0.0117396
      462.000  -0.00721169   -0.0130584
      463.000  -0.00765398   -0.0136049
      464.000  -0.00793638   -0.0140146
      465.000  -0.00802656   -0.0141609
      466.000  -0.00820932   -0.0144506
      467.000  -0.00845556   -0.0147203
      468.000  -0.00911312   -0.0155563
      469.000  -0.00954934   -0.0161063
      470.000  -0.00997662   -0.0166426
      471.000   -0.0101808   -0.0168838
      472.000   -0.0104370   -0.0172465
      473.000   -0.0107140   -0.0176150
      474.000   -0.0110335   -0.0179883
      475.000   -0.0113566   -0.0184169
      476.000   -0.0111257   -0.0181562
      477.000   -0.0109648   -0.0179957
      478.000  -0.00992045   -0.0166952
      479.000  -0.00923582   -0.0158952
      480.000  -0.00841348   -0.0148835
      481.000  -0.00741485   -0.0135648
      482.000  -0.00640366   -0.0122134
      483.000  -0.00495341   -0.0101635
      484.000  -0.00264784  -0.00661595
      485.000  -0.00119814  -0.00409307
      486.000 -0.000817560  -0.00338973
      487.000  -0.00363903  -0.00820598
      488.000  -0.00853164   -0.0151406
      489.000   -0.0154486   -0.0239300
      490.000   -0.0183036   -0.0271603
      491.000   -0.0196970   -0.0287886
      492.000   -0.0209935   -0.0303608
      493.000   -0.0217533   -0.0312677
      494.000   -0.0222477   -0.0318044
      495.000   -0.0290196   -0.0395033
      496.000   -0.0287195   -0.0392720
      497.000   -0.0277329   -0.0382824
      498.000   -0.0279148   -0.0386843
      499.000   -0.0258828   -0.0364108
      500.000   -0.0248340   -0.0353751
      501.000   -0.0235025   -0.0339713
      502.000   -0.0214454   -0.0316895
      503.000   -0.0201064   -0.0301435
      504.000   -0.0179938   -0.0276615
      505.000   -0.0152384   -0.0243271
      506.000   -0.0129730   -0.0215327
      507.000   -0.0103861   -0.0182460
      508.000  -0.00732683   -0.0141125
      509.000  -0.00583357   -0.0119928
      510.000  -0.00555874   -0.0116030
      511.000  -0.00674948   -0.0133836
      512.000   -0.0104355   -0.0185835
      513.000   -0.0151100   -0.0247093
      514.000   -0.0207070   -0.0314975
      515.000   -0.0233115   -0.0345870
      516.000   -0.0240956   -0.0355508
      517.000   -0.0236153   -0.0351287
      518.000   -0.0204990   -0.0316043
      519.000   -0.0182237   -0.0290044
      520.000   -0.0153990   -0.0256847
      521.000   -0.0122033   -0.0217755
      522.000   -0.0113653   -0.0207534
      523.000   -0.0113611   -0.0208506
      524.000   -0.0120092   -0.0218155
      525.000   -0.0135912   -0.0239568
      526.000   -0.0157124   -0.0266809
      527.000   -0.0164541   -0.0276895
      528.000   -0.0169952   -0.0283827
      529.000   -0.0162147   -0.0274770
      530.000   -0.0147692   -0.0257124
      531.000   -0.0127975   -0.0231957
      532.000   -0.0102942   -0.0198273
      533.000  -0.00737395   -0.0158194
      534.000  -0.00528974   -0.0127169
      535.000  -0.00291270  -0.00909721
      536.000 -0.000999645  -0.00572655
      537.000  3.08636e-05  -0.00336732
      538.000  0.000487167  -0.00178321
      539.000  0.000537503 -0.000980576
      540.000  0.000401407 -0.000529661
      541.000  0.000195971 -0.000293912
      542.000  6.65470e-05 -0.000181239
      543.000  3.59723e-05 -0.000167143
      544.000  0.000144325 -0.000193935
      545.000  0.000491930 -0.000449848
      546.000  0.000606575  -0.00208920
      547.000  -0.00147764  -0.00741350
      548.000  -0.00655715   -0.0158145
      549.000   -0.0119189   -0.0233815
      550.000   -0.0150151   -0.0273736
      551.000   -0.0160302   -0.0286352
      554.000   -0.0131082   -0.0251657
      557.000  -0.00988675   -0.0211288
      560.000   -0.0109853   -0.0226894
      563.000  -0.00922848   -0.0203693
      566.000  -0.00512619   -0.0144821
      569.000  -0.00115095  -0.00772542
      572.000  0.000687390  -0.00368864
      575.000   0.00115699  -0.00102452
      578.000   0.00122682  -0.00151662
      605.000   0.00113207  -0.00560112
      608.000   0.00198867  -0.00129206
      611.000   0.00118528 -1.57456e-05
      614.000  5.88529e-06 -2.69335e-05
      617.000 -2.10951e-05 -3.17552e-05
      620.000 -2.98886e-05 -4.41059e-05
      623.000 -4.22859e-05 -7.01602e-05
      626.000   0.00105375  3.97998e-05
      629.000   0.00248667  -0.00283450
      632.000   0.00181848  -0.00577486
      635.000   0.00220391  -0.00523539
      638.000   0.00287453  -0.00338959
      642.000   0.00293356 -0.000837154
      645.000   0.00311234 -0.000839409
      648.000   0.00299203 -0.000352043
      651.000   0.00234163  0.000153250
      654.000   0.00172549  0.000228500
      657.000  0.000838997  0.000176221
      660.000  0.000606159  0.000158257
      663.000  0.000316153  9.81297e-05
      666.000  0.000151823  3.73742e-05
      669.000  0.000234057  8.15766e-05
      672.000   0.00120533  0.000361174
      675.000   0.00346264  0.000393729
      678.000   0.00444527 -9.45727e-06
      681.000   0.00297333  0.000618075
      684.000   0.00179874  0.000594000
      687.000   0.00274082  0.000822727
      690.000   0.00365280  0.000970023
      693.000   0.00359330   0.00107109
      696.000   0.00158780  0.000684983
      699.000  0.000209527  0.000112360
      702.000  1.09665e-05  5.89428e-06
      705.000  2.60930e-05  1.44766e-05
      708.000  0.000240471  0.000121286
      711.000  0.000823048  0.000410842
      714.000  0.000805841  0.000395810
      717.000  4.97905e-06  3.10043e-06
      720.000 -2.54783e-06 -5.20388e-06
      723.000  1.62212e-07  4.42396e-08
      726.000 -1.40280e-06 -3.12667e-06
      729.000  6.83444e-08  2.78440e-08
      733.000  1.26083e-07  4.53900e-08
      736.000 -2.01997e-06 -4.50804e-06
      739.000  5.41885e-05  3.24384e-05
      742.000   0.00158558  0.000968101
      745.000   0.00378534   0.00215332
      748.000   0.00399314   0.00232217
      751.000   0.00408866   0.00241887
      754.000   0.00433270   0.00260219
      757.000   0.00326208   0.00206263
      760.000   0.00162787   0.00109376
      763.000  0.000479383  0.000340168
      766.000  0.000221251  0.000160976
      769.000  0.000248500  0.000182990
      772.000  0.000123634  9.27782e-05
      775.000  2.47950e-05  1.88585e-05
      778.000  3.61708e-06  2.73115e-06
      781.000  4.25072e-07  2.69212e-07
      784.000  1.79570e-07  1.08312e-07
      787.000  2.07106e-07  1.27668e-07
      790.000  7.69500e-08  5.70000e-08
      793.000  2.29513e-07  1.41239e-07
      796.000  4.38367e-08  3.21469e-08
      802.000  2.94679e-09  2.94679e-09
      805.000  3.87862e-08  3.58026e-08
      808.000  1.58571e-06  1.36771e-06
      811.000  9.09847e-06  7.93430e-06
      814.000  0.000110287  9.70854e-05
      817.000  0.000530377  0.000472959
      821.000   0.00193070   0.00175026
      824.000   0.00246641   0.00226339
      827.000   0.00249807   0.00232433
      830.000   0.00369850   0.00348667
      833.000   0.00300495   0.00288109
      836.000  4.63024e-05  4.43066e-05
      839.000  1.92649e-08  1.92649e-08
      842.000  2.25520e-08  2.25520e-08
      845.000  9.50266e-07  9.27408e-07
      848.000  1.09123e-05  1.07876e-05
      851.000  7.33380e-06  7.32007e-06
      854.000  1.31961e-08  1.31961e-08
      857.000      0.00000      0.00000
      860.000      0.00000      0.00000
      863.000      0.00000      0.00000
      866.000      0.00000      0.00000
      869.000      0.00000      0.00000
      872.000      0.00000      0.00000
      875.000      0.00000      0.00000
      878.000      0.00000      0.00000
      881.000      0.00000      0.00000
      884.000      0.00000      0.00000
      887.000      0.00000      0.00000
      890.000      0.00000      0.00000
      893.000      0.00000      0.00000
      896.000      0.00000      0.00000
      899.000      0.00000      0.00000
      902.000      0.00000      0.00000
      905.000      0.00000      0.00000
      908.000      0.00000      0.00000
      912.000      0.00000      0.00000
      915.000      0.00000      0.00000
      918.000  9.17577e-08  1.10874e-07
      921.000  3.88928e-06  4.78139e-06
      924.000  8.70394e-05  0.000112569
      927.000  0.000383414  0.000523921
      930.000   0.00182434   0.00270389
      933.000   0.00343172   0.00536934
n_imag = 1e-3
Wavelength (nm), R_diff (r=0.1 micron), R_diff(r=1 micron)
      382.000 -0.000776081  -0.00167121
      383.000 -0.000846660  -0.00177136
      384.000 -0.000924295  -0.00188149
      385.000  -0.00100596  -0.00199422
      386.000  -0.00114022  -0.00219445
      387.000  -0.00123946  -0.00232958
      388.000  -0.00147588  -0.00268939
      389.000  -0.00158340  -0.00282620
      390.000  -0.00173976  -0.00303339
      391.000  -0.00196066  -0.00333534
      392.000  -0.00220763  -0.00367047
      393.000  -0.00259763  -0.00420559
      394.000  -0.00277883  -0.00442870
      395.000  -0.00284861  -0.00447554
      396.000  -0.00307662  -0.00475792
      397.000  -0.00340377  -0.00516369
      398.000  -0.00345738  -0.00519107
      399.000  -0.00360482  -0.00534062
      400.000  -0.00391736  -0.00571247
      401.000  -0.00417946  -0.00602061
      402.000  -0.00443027  -0.00630077
      403.000  -0.00474711  -0.00667124
      404.000  -0.00532407  -0.00736803
      405.000  -0.00569064  -0.00779411
      406.000  -0.00615519  -0.00833582
      407.000  -0.00673631  -0.00900627
      408.000  -0.00717939  -0.00950613
      409.000  -0.00790208   -0.0103334
      410.000  -0.00847977   -0.0109903
      411.000  -0.00903164   -0.0116015
      412.000  -0.00960030   -0.0122207
      413.000   -0.0102208   -0.0129149
      414.000   -0.0106236   -0.0133344
      415.000   -0.0110092   -0.0137325
      416.000   -0.0121788   -0.0150561
      417.000   -0.0129696   -0.0159329
      418.000   -0.0139988   -0.0170651
      419.000   -0.0147328   -0.0178720
      420.000   -0.0158982   -0.0191608
      421.000   -0.0169052   -0.0202506
      422.000   -0.0182663   -0.0217384
      423.000   -0.0198430   -0.0234508
      424.000   -0.0209918   -0.0247018
      425.000   -0.0223064   -0.0261145
      426.000   -0.0236769   -0.0276089
      427.000   -0.0252844   -0.0293498
      428.000   -0.0269823   -0.0311837
      429.000   -0.0290068   -0.0333736
      430.000   -0.0316021   -0.0361818
      431.000   -0.0332614   -0.0379676
      432.000   -0.0336103   -0.0383273
      433.000   -0.0347848   -0.0395790
      434.000   -0.0364745   -0.0414087
      435.000   -0.0370003   -0.0420061
      436.000   -0.0373775   -0.0424306
      437.000   -0.0387300   -0.0438991
      438.000   -0.0125025   -0.0165661
      439.000   -0.0129749   -0.0171108
      440.000   -0.0119266   -0.0158772
      441.000   -0.0111650   -0.0149313
      442.000   -0.0118513   -0.0158071
      443.000   -0.0138350   -0.0181982
      444.000   -0.0150452   -0.0196812
      445.000   -0.0151667   -0.0199314
      446.000   -0.0150724   -0.0198652
      447.000   -0.0153578   -0.0202303
      448.000   -0.0153634   -0.0203119
      449.000   -0.0157010   -0.0207366
      450.000   -0.0156212   -0.0207933
      451.000   -0.0156079   -0.0208539
      452.000   -0.0160498   -0.0214058
      453.000   -0.0165047   -0.0219880
      454.000   -0.0169854   -0.0226044
      455.000   -0.0170616   -0.0227253
      456.000   -0.0171848   -0.0228972
      457.000   -0.0167959   -0.0224775
      458.000   -0.0160565   -0.0216542
      459.000   -0.0155538   -0.0210753
      460.000   -0.0161619   -0.0218312
      461.000   -0.0185380   -0.0246514
      462.000   -0.0207067   -0.0272229
      463.000   -0.0216034   -0.0282763
      464.000   -0.0222621   -0.0291003
      465.000   -0.0224874   -0.0294074
      466.000   -0.0229467   -0.0300052
      467.000   -0.0233838   -0.0305102
      468.000   -0.0247449   -0.0321151
      469.000   -0.0256342   -0.0331705
      470.000   -0.0265014   -0.0342011
      471.000   -0.0268825   -0.0346592
      472.000   -0.0274586   -0.0353807
      473.000   -0.0280445   -0.0361019
      474.000   -0.0286403   -0.0367990
      475.000   -0.0293238   -0.0376330
      476.000   -0.0288751   -0.0371609
      477.000   -0.0285962   -0.0368942
      478.000   -0.0264528   -0.0344401
      479.000   -0.0251348   -0.0329700
      480.000   -0.0234650   -0.0310642
      481.000   -0.0212923   -0.0285080
      482.000   -0.0190711   -0.0258650
      483.000   -0.0157199   -0.0217802
      484.000  -0.00996725   -0.0145176
      485.000  -0.00593683  -0.00919878
      486.000  -0.00481677  -0.00770138
      487.000   -0.0124892   -0.0177899
      488.000   -0.0237490   -0.0316470
      489.000   -0.0380028   -0.0483914
      490.000   -0.0431648   -0.0541743
      491.000   -0.0457464   -0.0571154
      492.000   -0.0482469   -0.0600069
      493.000   -0.0496569   -0.0616432
      494.000   -0.0504552   -0.0625494
      495.000   -0.0625414   -0.0758705
      496.000   -0.0621627   -0.0756148
      497.000   -0.0605925   -0.0740462
      498.000   -0.0612465   -0.0749940
      499.000   -0.0575875   -0.0710240
      500.000   -0.0559487   -0.0693811
      501.000   -0.0537080   -0.0670347
      502.000   -0.0500559   -0.0630630
      503.000   -0.0475464   -0.0602700
      504.000   -0.0435395   -0.0557596
      505.000   -0.0381528   -0.0495991
      506.000   -0.0336393   -0.0443716
      507.000   -0.0283572   -0.0381282
      508.000   -0.0216803   -0.0300414
      509.000   -0.0182363   -0.0257831
      510.000   -0.0175997   -0.0249890
      511.000   -0.0204300   -0.0286056
      512.000   -0.0287404   -0.0389749
      513.000   -0.0385525   -0.0508051
      514.000   -0.0493624   -0.0633857
      515.000   -0.0542328   -0.0690182
      516.000   -0.0557084   -0.0708028
      517.000   -0.0550558   -0.0702133
      518.000   -0.0494094   -0.0639464
      519.000   -0.0452536   -0.0592728
      520.000   -0.0399148   -0.0531836
      521.000   -0.0336162   -0.0458692
      522.000   -0.0319515   -0.0439275
      523.000   -0.0320631   -0.0441784
      524.000   -0.0335559   -0.0461356
      525.000   -0.0369466   -0.0503285
      526.000   -0.0412778   -0.0555261
      527.000   -0.0428512   -0.0575178
      528.000   -0.0439365   -0.0588259
      529.000   -0.0424685   -0.0571855
      530.000   -0.0396276   -0.0538879
      531.000   -0.0355898   -0.0490732
      532.000   -0.0302134   -0.0424844
      533.000   -0.0238137   -0.0345819
      534.000   -0.0188931   -0.0282701
      535.000   -0.0131703   -0.0208530
      536.000  -0.00791567   -0.0136701
      537.000  -0.00435194  -0.00838087
      538.000  -0.00206587  -0.00468318
      539.000 -0.000996900  -0.00270773
      540.000 -0.000479839  -0.00151090
      541.000 -0.000278590 -0.000816637
      542.000 -0.000198445 -0.000472659
      543.000 -0.000195835 -0.000422203
      544.000 -0.000178608 -0.000546929
      545.000 -0.000343813  -0.00138864
      546.000  -0.00243674  -0.00558652
      547.000   -0.0103619   -0.0177278
      548.000   -0.0235214   -0.0355217
      549.000   -0.0355026   -0.0507487
      550.000   -0.0418327   -0.0585014
      551.000   -0.0438141   -0.0609281
      554.000   -0.0382497   -0.0545072
      557.000   -0.0318009   -0.0467974
      560.000   -0.0342318   -0.0500010
      563.000   -0.0305470   -0.0455201
      566.000   -0.0212637   -0.0336010
      569.000   -0.0107485   -0.0191487
      572.000  -0.00464323   -0.0100246
      575.000 -0.000895749  -0.00344285
      578.000  -0.00154642  -0.00480369
      605.000  -0.00741589   -0.0161171
      608.000  -0.00118476  -0.00517445
      611.000  0.000333243  -0.00103288
      614.000 -3.69527e-05 -7.36056e-05
      617.000 -5.03582e-05 -6.35667e-05
      620.000 -6.97504e-05 -8.76413e-05
      623.000 -0.000109088 -0.000142793
      626.000  0.000324582 -0.000826060
      629.000  -0.00343297   -0.0101921
      632.000  -0.00783982   -0.0178814
      635.000  -0.00703990   -0.0168701
      638.000  -0.00429573   -0.0124173
      642.000 -0.000645367  -0.00532078
      645.000 -0.000654458  -0.00556780
      648.000 -1.29819e-06  -0.00410195
      651.000  0.000598373  -0.00201255
      654.000  0.000589035  -0.00116623
      657.000  0.000370455 -0.000384207
      660.000  0.000305500 -0.000199179
      663.000  0.000177816 -6.46839e-05
      666.000  6.85178e-05 -5.91155e-05
      669.000  0.000139481 -2.95966e-05
      672.000  0.000622928 -0.000352209
      675.000  0.000761133  -0.00303242
      678.000  0.000109253  -0.00557453
      681.000  0.000993354  -0.00189868
      684.000  0.000919910 -0.000505845
      687.000   0.00123430  -0.00109084
      690.000   0.00139025  -0.00193189
      693.000   0.00149829  -0.00161707
      696.000  0.000977005 -8.44977e-05
      699.000  0.000160445  5.27499e-05
      702.000  8.38838e-06  2.78367e-06
      705.000  2.03820e-05  7.64557e-06
      708.000  0.000165030  2.95409e-05
      711.000  0.000542730  6.15932e-05
      714.000  0.000510720  3.00305e-05
      717.000  4.13874e-06  2.07662e-06
      720.000 -7.89927e-06 -1.14653e-05
      723.000  6.88171e-08 -7.86482e-08
      726.000 -4.69988e-06 -6.98931e-06
      729.000  4.30317e-08      0.00000
      733.000  6.05200e-08 -3.53034e-08
      736.000 -6.75697e-06 -1.00998e-05
      739.000  3.87995e-05  1.35471e-05
      742.000   0.00111079  0.000353168
      745.000   0.00227276  0.000161139
      748.000   0.00240944  0.000227754
      751.000   0.00246545  0.000267130
      754.000   0.00259588  0.000291904
      757.000   0.00209884  0.000518645
      760.000   0.00115621  0.000472903
      763.000  0.000372909  0.000201755
      766.000  0.000177556  0.000104374
      769.000  0.000199548  0.000119385
      772.000  0.000101254  6.37431e-05
      775.000  2.06821e-05  1.35281e-05
      778.000  2.98508e-06  1.91857e-06
      781.000  2.86215e-07  9.06821e-08
      784.000  1.11162e-07  1.99522e-08
      787.000  1.36179e-07  3.12078e-08
      790.000  6.27000e-08  4.27500e-08
      793.000  1.50066e-07  3.53097e-08
      796.000  3.21469e-08  1.16898e-08
      802.000  2.94679e-09  2.94679e-09
      805.000  3.58026e-08  2.98355e-08
      808.000  1.38563e-06  1.09596e-06
      811.000  7.80893e-06  6.19102e-06
      814.000  9.12620e-05  7.11191e-05
      817.000  0.000417431  0.000316822
      821.000   0.00138520  0.000982881
      824.000   0.00169192   0.00116530
      827.000   0.00168082   0.00115962
      830.000   0.00236451   0.00157388
      833.000   0.00201721   0.00146373
      836.000  3.81605e-05  3.28153e-05
      839.000  1.60541e-08  1.60541e-08
      842.000  1.93303e-08  1.93303e-08
      845.000  8.26177e-07  7.47804e-07
      848.000  9.33326e-06  8.53552e-06
      851.000  6.31112e-06  5.82723e-06
      854.000  9.42575e-09  9.42575e-09
      857.000      0.00000      0.00000
      860.000      0.00000      0.00000
      863.000      0.00000      0.00000
      866.000      0.00000      0.00000
      869.000      0.00000      0.00000
      872.000      0.00000      0.00000
      875.000      0.00000      0.00000
      878.000      0.00000      0.00000
      881.000      0.00000      0.00000
      884.000      0.00000      0.00000
      887.000      0.00000      0.00000
      890.000      0.00000      0.00000
      893.000      0.00000      0.00000
      896.000      0.00000      0.00000
      899.000      0.00000      0.00000
      902.000      0.00000      0.00000
      905.000      0.00000      0.00000
      908.000      0.00000      0.00000
      912.000      0.00000      0.00000
      915.000      0.00000      0.00000
      918.000  8.21996e-08  9.36693e-08
      921.000  3.34149e-06  3.90884e-06
      924.000  7.07909e-05  8.69076e-05
      927.000  0.000291020  0.000377097
      930.000   0.00119426   0.00169458
      933.000   0.00194642   0.00297967
